info face="D:\game2\png\font\Untitled-1-export" size=32 bold=0 italic=0 charset="" unicode=0 stretchH=100 smooth=1 aa=1 padding=0,0,0,0 spacing=1,1
kerning first=68  second=68  amount=-5
kerning first=68  second=69  amount=-5
kerning first=68  second=73  amount=-6
kerning first=68  second=76  amount=-5
kerning first=68  second=77  amount=-6
kerning first=68  second=78  amount=-6
kerning first=68  second=79  amount=-2
kerning first=68  second=80  amount=-6
kerning first=68  second=82  amount=-6
kerning first=68  second=85  amount=-2
kerning first=68  second=86  amount=-3
kerning first=68  second=87  amount=-3
kerning first=68  second=89  amount=-5
kerning first=69  second=67  amount=-9
kerning first=69  second=79  amount=-9
kerning first=71  second=69  amount=-7
kerning first=71  second=79  amount=-5
kerning first=71  second=82  amount=-7
kerning first=71  second=85  amount=-5
kerning first=72  second=79  amount=-7
kerning first=73  second=67  amount=-7
kerning first=73  second=71  amount=-7
kerning first=73  second=79  amount=-7
kerning first=74  second=65  amount=-10
kerning first=74  second=79  amount=-7
kerning first=75  second=79  amount=-8
kerning first=76  second=39  amount=-5
kerning first=76  second=67  amount=-3
kerning first=76  second=84  amount=-1
kerning first=76  second=86  amount=-1
kerning first=76  second=87  amount=-1
kerning first=76  second=89  amount=-1
kerning first=76  second=71  amount=-3
kerning first=76  second=79  amount=-3
kerning first=76  second=85  amount=-3
kerning first=77  second=71  amount=-7
kerning first=77  second=79  amount=-7
kerning first=78  second=67  amount=-7
kerning first=78  second=71  amount=-7
kerning first=78  second=79  amount=-7
kerning first=79  second=65  amount=-7
kerning first=79  second=66  amount=-6
kerning first=79  second=68  amount=-6
kerning first=79  second=69  amount=-6
kerning first=79  second=72  amount=-6
kerning first=79  second=73  amount=-7
kerning first=79  second=75  amount=-7
kerning first=79  second=76  amount=-6
kerning first=79  second=77  amount=-7
kerning first=79  second=78  amount=-7
kerning first=79  second=80  amount=-7
kerning first=79  second=82  amount=-7
kerning first=79  second=84  amount=-7
kerning first=79  second=85  amount=-3
kerning first=79  second=86  amount=-4
kerning first=79  second=87  amount=-4
kerning first=79  second=88  amount=-10
kerning first=79  second=89  amount=-5
kerning first=80  second=65  amount=-11
kerning first=80  second=69  amount=-7
kerning first=80  second=76  amount=-7
kerning first=80  second=79  amount=-4
kerning first=80  second=80  amount=-8
kerning first=80  second=85  amount=-4
kerning first=80  second=89  amount=-6
kerning first=80  second=46  amount=-9
kerning first=80  second=44  amount=-11
kerning first=80  second=59  amount=-17
kerning first=80  second=58  amount=-15
kerning first=81  second=85  amount=-3
kerning first=82  second=67  amount=-4
kerning first=82  second=71  amount=-4
kerning first=82  second=89  amount=-6
kerning first=82  second=84  amount=-8
kerning first=82  second=85  amount=-4
kerning first=82  second=86  amount=-5
kerning first=82  second=87  amount=-5
kerning first=82  second=89  amount=-6
kerning first=83  second=73  amount=-8
kerning first=83  second=77  amount=-8
kerning first=83  second=84  amount=-8
kerning first=83  second=85  amount=-6
kerning first=84  second=65  amount=-17
kerning first=84  second=67  amount=-13
kerning first=84  second=79  amount=-13
kerning first=85  second=65  amount=-9
kerning first=85  second=67  amount=-5
kerning first=85  second=71  amount=-5
kerning first=85  second=79  amount=-5
kerning first=85  second=83  amount=-7
kerning first=86  second=65  amount=-14
kerning first=86  second=67  amount=-7
kerning first=86  second=71  amount=-7
kerning first=86  second=79  amount=-7
kerning first=86  second=83  amount=-8
kerning first=87  second=65  amount=-13
kerning first=87  second=67  amount=-8
kerning first=87  second=71  amount=-8
kerning first=87  second=79  amount=-8
kerning first=89  second=65  amount=-16
kerning first=89  second=67  amount=-8
kerning first=89  second=79  amount=-8
kerning first=89  second=83  amount=-9
kerning first=90  second=79  amount=-6
kerning first=65  second=99  amount=-4
kerning first=65  second=100  amount=-4
kerning first=65  second=101  amount=-4
kerning first=65  second=103  amount=-6
kerning first=65  second=111  amount=-4
kerning first=65  second=112  amount=-7
kerning first=65  second=113  amount=-5
kerning first=65  second=116  amount=-5
kerning first=65  second=117  amount=-5
kerning first=65  second=118  amount=-5
kerning first=65  second=119  amount=-5
kerning first=65  second=121  amount=-6
kerning first=66  second=98  amount=-6
kerning first=66  second=105  amount=-7
kerning first=66  second=107  amount=-7
kerning first=66  second=108  amount=-7
kerning first=66  second=114  amount=-8
kerning first=66  second=117  amount=-6
kerning first=66  second=121  amount=-7
kerning first=66  second=46  amount=-8
kerning first=66  second=44  amount=-10
kerning first=67  second=97  amount=-11
kerning first=67  second=114  amount=-9
kerning first=67  second=46  amount=-8
kerning first=67  second=44  amount=-10
kerning first=68  second=97  amount=-5
kerning first=68  second=46  amount=-8
kerning first=68  second=44  amount=-10
kerning first=69  second=117  amount=-11
kerning first=69  second=118  amount=-10
kerning first=71  second=117  amount=-6
kerning first=72  second=101  amount=-8
kerning first=72  second=111  amount=-8
kerning first=72  second=117  amount=-9
kerning first=72  second=121  amount=-11
kerning first=73  second=99  amount=-8
kerning first=73  second=100  amount=-9
kerning first=73  second=113  amount=-10
kerning first=73  second=111  amount=-8
kerning first=73  second=116  amount=-9
kerning first=74  second=97  amount=-9
kerning first=74  second=101  amount=-8
kerning first=74  second=111  amount=-8
kerning first=74  second=117  amount=-9
kerning first=74  second=46  amount=-10
kerning first=74  second=44  amount=-12
kerning first=75  second=101  amount=-10
kerning first=75  second=111  amount=-10
kerning first=75  second=117  amount=-10
kerning first=76  second=117  amount=-2
kerning first=76  second=121  amount=-3
kerning first=77  second=97  amount=-9
kerning first=77  second=99  amount=-8
kerning first=77  second=100  amount=-8
kerning first=77  second=101  amount=-8
kerning first=77  second=111  amount=-8
kerning first=78  second=117  amount=-9
kerning first=78  second=97  amount=-9
kerning first=78  second=101  amount=-8
kerning first=78  second=105  amount=-10
kerning first=78  second=111  amount=-8
kerning first=78  second=117  amount=-9
kerning first=78  second=46  amount=-10
kerning first=78  second=44  amount=-12
kerning first=79  second=97  amount=-6
kerning first=79  second=98  amount=-6
kerning first=79  second=104  amount=-7
kerning first=79  second=107  amount=-7
kerning first=79  second=108  amount=-7
kerning first=79  second=46  amount=-8
kerning first=79  second=44  amount=-10
kerning first=80  second=97  amount=-7
kerning first=80  second=101  amount=-5
kerning first=80  second=111  amount=-5
kerning first=82  second=100  amount=-6
kerning first=82  second=101  amount=-5
kerning first=82  second=111  amount=-5
kerning first=82  second=116  amount=-6
kerning first=82  second=117  amount=-6
kerning first=83  second=105  amount=-8
kerning first=83  second=112  amount=-10
kerning first=83  second=117  amount=-7
kerning first=83  second=46  amount=-8
kerning first=83  second=44  amount=-10
kerning first=84  second=97  amount=-16
kerning first=84  second=99  amount=-14
kerning first=84  second=101  amount=-14
kerning first=84  second=105  amount=-17
kerning first=84  second=111  amount=-14
kerning first=84  second=114  amount=-17
kerning first=84  second=115  amount=-16
kerning first=84  second=117  amount=-15
kerning first=84  second=119  amount=-14
kerning first=84  second=121  amount=-17
kerning first=84  second=46  amount=-16
kerning first=84  second=44  amount=-18
kerning first=84  second=59  amount=-19
kerning first=84  second=58  amount=-17
kerning first=85  second=97  amount=-8
kerning first=85  second=103  amount=-8
kerning first=85  second=109  amount=-9
kerning first=85  second=110  amount=-9
kerning first=85  second=112  amount=-11
kerning first=85  second=115  amount=-8
kerning first=85  second=46  amount=-8
kerning first=85  second=44  amount=-10
kerning first=86  second=97  amount=-11
kerning first=86  second=101  amount=-9
kerning first=86  second=105  amount=-12
kerning first=86  second=111  amount=-9
kerning first=86  second=114  amount=-12
kerning first=86  second=117  amount=-10
kerning first=86  second=46  amount=-9
kerning first=86  second=44  amount=-11
kerning first=86  second=59  amount=-17
kerning first=86  second=58  amount=-15
kerning first=87  second=100  amount=-10
kerning first=87  second=105  amount=-12
kerning first=87  second=109  amount=-12
kerning first=87  second=114  amount=-12
kerning first=87  second=116  amount=-9
kerning first=87  second=117  amount=-10
kerning first=87  second=121  amount=-12
kerning first=87  second=46  amount=-10
kerning first=87  second=44  amount=-12
kerning first=87  second=59  amount=-17
kerning first=87  second=58  amount=-15
kerning first=88  second=97  amount=-12
kerning first=88  second=101  amount=-11
kerning first=88  second=111  amount=-11
kerning first=88  second=117  amount=-11
kerning first=88  second=121  amount=-12
kerning first=89  second=100  amount=-12
kerning first=89  second=101  amount=-11
kerning first=89  second=105  amount=-14
kerning first=89  second=112  amount=-16
kerning first=89  second=117  amount=-12
kerning first=89  second=118  amount=-11
kerning first=89  second=46  amount=-10
kerning first=89  second=44  amount=-12
kerning first=89  second=59  amount=-18
kerning first=89  second=58  amount=-16
kerning first=97  second=99  amount=-4
kerning first=97  second=100  amount=-4
kerning first=97  second=101  amount=-4
kerning first=97  second=103  amount=-6
kerning first=97  second=112  amount=-8
kerning first=97  second=116  amount=-5
kerning first=97  second=117  amount=-5
kerning first=97  second=118  amount=-4
kerning first=97  second=119  amount=-4
kerning first=97  second=121  amount=-6
kerning first=97  second=112  amount=-8
kerning first=98  second=108  amount=-5
kerning first=98  second=114  amount=-6
kerning first=98  second=117  amount=-4
kerning first=98  second=121  amount=-5
kerning first=98  second=46  amount=-8
kerning first=98  second=44  amount=-10
kerning first=99  second=97  amount=-6
kerning first=99  second=104  amount=-6
kerning first=99  second=107  amount=-6
kerning first=100  second=97  amount=-10
kerning first=100  second=99  amount=-9
kerning first=100  second=101  amount=-9
kerning first=100  second=103  amount=-11
kerning first=100  second=111  amount=-9
kerning first=100  second=116  amount=-9
kerning first=100  second=117  amount=-10
kerning first=100  second=118  amount=-9
kerning first=100  second=119  amount=-9
kerning first=100  second=121  amount=-11
kerning first=100  second=46  amount=-10
kerning first=100  second=44  amount=-12
kerning first=101  second=97  amount=-5
kerning first=101  second=105  amount=-6
kerning first=101  second=108  amount=-6
kerning first=101  second=109  amount=-6
kerning first=101  second=110  amount=-6
kerning first=101  second=112  amount=-8
kerning first=101  second=114  amount=-6
kerning first=101  second=116  amount=-4
kerning first=101  second=117  amount=-4
kerning first=101  second=118  amount=-3
kerning first=101  second=119  amount=-3
kerning first=101  second=121  amount=-6
kerning first=101  second=46  amount=-6
kerning first=101  second=44  amount=-8
kerning first=103  second=97  amount=-5
kerning first=103  second=101  amount=-4
kerning first=103  second=104  amount=-6
kerning first=103  second=108  amount=-6
kerning first=103  second=111  amount=-4
kerning first=103  second=103  amount=-6
kerning first=103  second=46  amount=-7
kerning first=103  second=44  amount=-9
kerning first=104  second=99  amount=-3
kerning first=104  second=100  amount=-4
kerning first=104  second=101  amount=-3
kerning first=104  second=103  amount=-5
kerning first=104  second=111  amount=-3
kerning first=104  second=112  amount=-8
kerning first=104  second=116  amount=-4
kerning first=104  second=117  amount=-4
kerning first=104  second=118  amount=-3
kerning first=104  second=119  amount=-3
kerning first=104  second=121  amount=-6
kerning first=105  second=99  amount=-9
kerning first=105  second=100  amount=-9
kerning first=105  second=101  amount=-9
kerning first=105  second=103  amount=-11
kerning first=105  second=111  amount=-9
kerning first=105  second=112  amount=-13
kerning first=105  second=116  amount=-10
kerning first=105  second=117  amount=-10
kerning first=105  second=118  amount=-9
kerning first=106  second=97  amount=-10
kerning first=106  second=101  amount=-8
kerning first=106  second=111  amount=-8
kerning first=106  second=117  amount=-9
kerning first=106  second=46  amount=-8
kerning first=106  second=44  amount=-10
kerning first=107  second=97  amount=-8
kerning first=107  second=99  amount=-6
kerning first=107  second=100  amount=-7
kerning first=107  second=101  amount=-6
kerning first=107  second=103  amount=-8
kerning first=107  second=111  amount=-6
kerning first=108  second=97  amount=-10
kerning first=108  second=99  amount=-8
kerning first=108  second=100  amount=-9
kerning first=108  second=101  amount=-8
kerning first=108  second=103  amount=-10
kerning first=108  second=111  amount=-8
kerning first=108  second=112  amount=-13
kerning first=108  second=113  amount=-10
kerning first=108  second=117  amount=-9
kerning first=108  second=118  amount=-8
kerning first=108  second=119  amount=-8
kerning first=108  second=121  amount=-11
kerning first=109  second=97  amount=-4
kerning first=109  second=99  amount=-3
kerning first=109  second=100  amount=-3
kerning first=109  second=101  amount=-3
kerning first=109  second=103  amount=-5
kerning first=109  second=110  amount=-6
kerning first=109  second=111  amount=-3
kerning first=109  second=112  amount=-7
kerning first=109  second=116  amount=-4
kerning first=109  second=117  amount=-4
kerning first=109  second=118  amount=-3
kerning first=109  second=121  amount=-5
kerning first=110  second=99  amount=-3
kerning first=110  second=100  amount=-3
kerning first=110  second=101  amount=-3
kerning first=110  second=103  amount=-5
kerning first=110  second=111  amount=-3
kerning first=110  second=112  amount=-7
kerning first=110  second=116  amount=-4
kerning first=110  second=117  amount=-4
kerning first=110  second=118  amount=-3
kerning first=110  second=119  amount=-3
kerning first=110  second=121  amount=-5
kerning first=111  second=98  amount=-4
kerning first=111  second=104  amount=-5
kerning first=111  second=106  amount=-11
kerning first=111  second=107  amount=-5
kerning first=111  second=108  amount=-5
kerning first=111  second=109  amount=-6
kerning first=111  second=110  amount=-6
kerning first=111  second=112  amount=-7
kerning first=111  second=114  amount=-6
kerning first=111  second=117  amount=-4
kerning first=111  second=118  amount=-3
kerning first=111  second=119  amount=-3
kerning first=111  second=120  amount=-7
kerning first=111  second=121  amount=-5
kerning first=111  second=46  amount=-7
kerning first=111  second=44  amount=-9
kerning first=112  second=97  amount=-3
kerning first=112  second=104  amount=-4
kerning first=112  second=105  amount=-4
kerning first=112  second=108  amount=-4
kerning first=112  second=112  amount=-6
kerning first=112  second=117  amount=-3
kerning first=112  second=46  amount=-8
kerning first=112  second=44  amount=-10
kerning first=113  second=117  amount=-5
kerning first=116  second=46  amount=-9
kerning first=114  second=97  amount=-6
kerning first=114  second=100  amount=-5
kerning first=114  second=101  amount=-4
kerning first=114  second=103  amount=-6
kerning first=114  second=107  amount=-7
kerning first=114  second=108  amount=-7
kerning first=114  second=109  amount=-7
kerning first=114  second=110  amount=-7
kerning first=114  second=111  amount=-4
kerning first=114  second=113  amount=-6
kerning first=114  second=114  amount=-7
kerning first=114  second=116  amount=-5
kerning first=114  second=118  amount=-4
kerning first=114  second=121  amount=-7
kerning first=114  second=46  amount=-9
kerning first=114  second=44  amount=-11
kerning first=115  second=104  amount=-6
kerning first=115  second=116  amount=-4
kerning first=115  second=117  amount=-4
kerning first=115  second=46  amount=-7
kerning first=115  second=44  amount=-9
kerning first=116  second=100  amount=-10
kerning first=116  second=97  amount=-11
kerning first=116  second=101  amount=-10
kerning first=116  second=111  amount=-10
kerning first=116  second=46  amount=-9
kerning first=116  second=44  amount=-11
kerning first=117  second=97  amount=-6
kerning first=117  second=99  amount=-5
kerning first=117  second=100  amount=-5
kerning first=117  second=101  amount=-5
kerning first=117  second=103  amount=-7
kerning first=117  second=111  amount=-5
kerning first=117  second=112  amount=-9
kerning first=117  second=113  amount=-6
kerning first=117  second=116  amount=-6
kerning first=117  second=118  amount=-5
kerning first=117  second=119  amount=-5
kerning first=117  second=121  amount=-7
kerning first=118  second=97  amount=-6
kerning first=118  second=98  amount=-6
kerning first=118  second=99  amount=-4
kerning first=118  second=100  amount=-5
kerning first=118  second=101  amount=-4
kerning first=118  second=103  amount=-6
kerning first=118  second=111  amount=-4
kerning first=118  second=118  amount=-4
kerning first=118  second=121  amount=-7
kerning first=118  second=46  amount=-9
kerning first=118  second=44  amount=-11
kerning first=119  second=97  amount=-6
kerning first=119  second=120  amount=-9
kerning first=119  second=100  amount=-5
kerning first=119  second=101  amount=-4
kerning first=119  second=103  amount=-6
kerning first=119  second=104  amount=-7
kerning first=119  second=111  amount=-4
kerning first=119  second=46  amount=-9
kerning first=119  second=44  amount=-11
kerning first=120  second=97  amount=-8
kerning first=120  second=101  amount=-6
kerning first=120  second=111  amount=-6
kerning first=121  second=46  amount=-8
kerning first=121  second=44  amount=-10
kerning first=121  second=97  amount=-6
kerning first=121  second=99  amount=-4
kerning first=121  second=100  amount=-5
kerning first=121  second=101  amount=-4
kerning first=121  second=111  amount=-4
